id,text,label,category,risk_score_expected,language_style,platform,has_url,has_phone,has_bank,has_otp,has_money,has_urgency,has_reward,has_job,text_length,noise_type,expected_reason
1023,รีบโอนก่อนนะ เหลือคนเดียวแล้ว ⚠️‼️,suspicious,marketplace_risk,0.58,short_message,Facebook Group,0,0,0,0,1,1,0,0,34,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1024,ขายหนังสือ TU100 มือสอง นัดรับ หน้าโดม ได้ 🔥,normal,tu_marketplace,0.03,emoji,Discord,0,0,0,0,0,0,0,0,44,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1025,มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์ ลองเช็คก่อนนะ 🔥📌,suspicious,phishing_risk,0.57,formal,SMS,1,0,0,0,0,0,0,0,51,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1026,บัญชีคุณถูกระงับ กรุณายืนยันตัวตนทันทีที่ [URL] ส่งในกลุ่มได้เลย,scam,phishing,0.91,emoji,X/Twitter,1,0,1,1,0,1,0,0,64,none,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1027,ขอแนวข้อสอบ SC135 หน่อยครับบบ,normal,tu_general,0.15,formal,Email,0,0,0,0,0,0,0,0,29,repeat_chars,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1028,รหัสยืนยันถูกส่งไปแล้ว กรุณาแจ้งรหัสภายใน 5 นาที ✨,scam,otp,0.92,slang,LINE,0,0,0,1,0,1,0,0,50,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีคำเร่งเร้า
1029,ขายหนังสือ MA211 มือสอง นัดรับ หน้าโดม ได้,normal,tu_marketplace,0.25,formal,Discord,0,0,0,0,0,0,0,0,42,none,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1030,เจ้าหน้าที่มหาลัยขอ username password เพื่อตรวจสอบสถานะ ASAP,scam,impersonation,0.99,short_message,SMS,0,0,0,0,0,0,0,0,60,thai_english_mix,
1031,ขอเลขบัญชีพร้อมเพย์หน่อยครับ จะโอนค่าชีท pls line: @fakeid,normal,tu_marketplace,0.11,short_message,Discord,0,0,1,0,1,0,0,0,58,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1032,แอดมินคณะขอค่าจองสิทธิ์สอบ โอนมาที่ บัญชี xxx123 ภายในวันนี้ 💸⚠️,scam,tu_scam,0.98,slang,Discord,0,0,1,0,1,1,0,0,64,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1033,ใครเจอบัตรนักศึกษาที่ คณะวิทย์ ทักมาหน่อยครับ ‼️,normal,tu_general,0.25,thai_english_mix,LINE,0,0,0,0,0,0,0,0,48,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1034,สมัครงาน part-time online จ่ายค่าสมัครก่อน 1500 แล้วเริ่มงานได้เลย pls,scam,job_scam,0.85,emoji,Discord,0,0,0,0,0,0,0,1,70,thai_english_mix,มีบริบทสมัครงาน/รายได้
1035,กดลิงก์รับเงินคืนค่าธรรมเนียมการศึกษา forms.example.invalid/fake ⚠️💬,scam,refund_scam,0.87,short_message,Web Form,1,0,0,0,1,0,1,0,68,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1036, วันนี้ห้องเรียน  หอสมุดป๋วย  เปิดไหมครับ ,normal,tu_general,0.04,thai_english_mix,LINE,0,0,0,0,0,0,0,0,42,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1037,ร้านกาแฟแถวรังสิตรับพาร์ทไทม์ ชั่วโมงละ 70 บาท มีสัมภาษณ์หน้าร้าน 🚨,normal,tu_job_real,0.29,thai_english_mix,Discord,0,0,0,0,1,0,0,1,67,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1038, ขาย  iPad  ใช้เรียน  นัดรับในมอได้  เช็คของก่อนจ่าย  line: @fakeid,normal,tu_marketplace,0.21,emoji,Web Form,0,0,0,0,0,0,0,0,67,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1039,ราคาถูกกว่าปกติมาก แต่ไม่ให้วิดีโอคอลดูของ 🚨👍,suspicious,marketplace_risk,0.73,emoji,X/Twitter,0,0,0,0,0,0,0,0,45,emoji,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1040,ส่งเลขบัญชีมา เดี๋ยวโอนค่าหนังสือให้ครับ 📌💬,normal,tu_marketplace,0.11,thai_english_mix,Facebook Group,0,0,1,0,1,0,0,0,43,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1041,ของถูกมาก แต่ต้องจองภายในวันนี้ 🔥👍 ทัก DM,suspicious,marketplace_risk,0.47,slang,LINE,0,0,0,0,0,1,0,0,41,emoji,มีคำเร่งเร้า; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1042,บอกว่ามีทุนพิเศษแต่ต้องรีบกรอกข้อมูล 💬📌,suspicious,tu_scam_risk,0.68,emoji,Facebook Group,0,0,0,0,1,1,1,0,39,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1043,โปรไฟล์ใหม่มาก แต่บอกว่าเป็นเจ้าหน้าที่มหาลัย 🥺💬,suspicious,impersonation_risk,0.65,emoji,Facebook Group,0,0,0,0,0,0,0,0,48,emoji,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1044,ระบบแจ้งให้ยืนยัันข้อมูลบางอย่างภายในวันนี้,suspicious,phishing_risk,0.65,thai_english_mix,IG DM,0,0,0,0,0,1,0,0,43,typo,มีคำเร่งเร้า; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1045,แอดมินคณะขอค่าจองสิทธิ์สอบ โอนมาที่ พร้อมเพย์ 08x-xxx-xxxx ภายในวันนี้ 👍,scam,tu_scam,0.87,emoji,TU Marketplace,0,1,1,0,1,1,0,0,72,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1046,ขาย iPad ใช้เรียน นัดรับในมอได้ เช็คของก่อนจ่าย 🚨,normal,tu_marketplace,0.28,slang,Facebook Group,0,0,0,0,0,0,0,0,49,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1047,มีคนขอรหัสยืนยัน บอกว่าเป็นแอดมินกลุ่ม 👍 ส่งในกลุ่มได้เลย,suspicious,otp_risk,0.51,formal,LINE,0,0,0,1,0,0,0,0,57,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1048,ของอยู่ต่างจังหวัด โอนก่อนส่งเท่านั้น ราคาพิเศษถึงวันนี้ ✅ line: @fakeid,scam,marketplace_scam,0.98,short_message,Email,0,0,0,0,1,0,0,0,72,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1049,มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์ ลองเช็คก่อนนะ 😅📌,suspicious,phishing_risk,0.66,emoji,X/Twitter,1,0,0,0,0,0,0,0,51,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1050,ขอเลขบัญชีพร้อมเพย์หน่อยครับ จะโอนค่าชีท 🔥👍 line: @fakeid,normal,tu_marketplace,0.2,formal,SMS,0,0,1,0,1,0,0,0,57,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1051,มีคนจองหลายคน ถ้าเอาโอนมัดจำมาก่อนได้เลย 💸🥺 ทัก DM,suspicious,marketplace_risk,0.69,thai_english_mix,LINE,0,0,0,0,1,0,0,0,50,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1052,ระบบ TU แจ้งเตือน ให้ update password ผ่าน forms.example.invalid/fake ด่วน DM me,scam,phishing,0.86,short_message,Facebook Group,1,0,0,0,0,1,0,0,80,thai_english_mix,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1053, นัดรับหน้า  บร.2  ได้ครับ  สะดวกช่วงเย็น ,normal,tu_marketplace,0.08,thai_english_mix,X/Twitter,0,0,0,0,0,0,0,0,42,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
